split,case_id,img_shape,mask_shape,mask_voxels,img_voxels
train,BraTS-MEN-RT-0311-1_slice_150,"(256, 256)","(256, 256)",214,65536
train,BraTS-MEN-RT-0548-1_slice_042,"(256, 256)","(256, 256)",39,65536
train,BraTS-MEN-RT-0191-1_slice_062,"(256, 256)","(256, 256)",297,65536
train,BraTS-MEN-RT-0619-1_slice_147,"(256, 256)","(256, 256)",1375,65536
train,BraTS-MEN-RT-0200-1_slice_095,"(256, 256)","(256, 256)",1334,65536
train,BraTS-MEN-RT-0055-1_slice_136,"(256, 256)","(256, 256)",359,65536
train,BraTS-MEN-RT-0578-1_slice_047,"(256, 256)","(256, 256)",101,65536
train,BraTS-MEN-RT-0074-1_slice_067,"(256, 256)","(256, 256)",216,65536
train,BraTS-MEN-RT-0070-1_slice_128,"(256, 256)","(256, 256)",746,65536
train,BraTS-MEN-RT-0378-1_slice_063,"(256, 256)","(256, 256)",240,65536
train,BraTS-MEN-RT-0578-1_slice_057,"(256, 256)","(256, 256)",109,65536
train,BraTS-MEN-RT-0184-1_slice_111,"(256, 256)","(256, 256)",782,65536
train,BraTS-MEN-RT-0055-1_slice_126,"(256, 256)","(256, 256)",652,65536
train,BraTS-MEN-RT-0190-1_slice_125,"(256, 256)","(256, 256)",307,65536
train,BraTS-MEN-RT-0051-1_slice_111,"(256, 256)","(256, 256)",12,65536
train,BraTS-MEN-RT-0210-1_slice_086,"(256, 256)","(256, 256)",793,65536
train,BraTS-MEN-RT-0569-1_slice_103,"(256, 256)","(256, 256)",342,65536
train,BraTS-MEN-RT-0181-1_slice_071,"(256, 256)","(256, 256)",316,65536
train,BraTS-MEN-RT-0609-1_slice_154,"(256, 256)","(256, 256)",37,65536
train,BraTS-MEN-RT-0301-1_slice_143,"(256, 256)","(256, 256)",1044,65536
train,BraTS-MEN-RT-0558-1_slice_051,"(256, 256)","(256, 256)",124,65536
train,BraTS-MEN-RT-0200-1_slice_085,"(256, 256)","(256, 256)",819,65536
train,BraTS-MEN-RT-0311-1_slice_140,"(256, 256)","(256, 256)",1228,65536
train,BraTS-MEN-RT-0548-1_slice_052,"(256, 256)","(256, 256)",1036,65536
train,BraTS-MEN-RT-0191-1_slice_072,"(256, 256)","(256, 256)",117,65536
train,BraTS-MEN-RT-0619-1_slice_157,"(256, 256)","(256, 256)",413,65536
train,BraTS-MEN-RT-0070-1_slice_138,"(256, 256)","(256, 256)",279,65536
train,BraTS-MEN-RT-0378-1_slice_073,"(256, 256)","(256, 256)",335,65536
train,BraTS-MEN-RT-0358-1_slice_075,"(256, 256)","(256, 256)",1199,65536
train,BraTS-MEN-RT-0369-1_slice_127,"(256, 256)","(256, 256)",30,65536
train,BraTS-MEN-RT-0082-1_slice_117,"(256, 256)","(256, 256)",527,65536
train,BraTS-MEN-RT-0336-1_slice_086,"(256, 256)","(256, 256)",76,65536
train,BraTS-MEN-RT-0077-1_slice_180,"(256, 256)","(256, 256)",262,65536
train,BraTS-MEN-RT-0157-1_slice_117,"(256, 256)","(256, 256)",298,65536
train,BraTS-MEN-RT-0143-1_slice_123,"(256, 256)","(256, 256)",46,65536
train,BraTS-MEN-RT-0326-1_slice_085,"(256, 256)","(256, 256)",889,65536
train,BraTS-MEN-RT-0426-1_slice_148,"(256, 256)","(256, 256)",502,65536
train,BraTS-MEN-RT-0057-1_slice_186,"(256, 256)","(256, 256)",342,65536
train,BraTS-MEN-RT-0306-1_slice_083,"(256, 256)","(256, 256)",1553,65536
train,BraTS-MEN-RT-0177-1_slice_111,"(256, 256)","(256, 256)",1165,65536
train,BraTS-MEN-RT-0146-1_slice_043,"(256, 256)","(256, 256)",59,65536
train,BraTS-MEN-RT-0426-1_slice_158,"(256, 256)","(256, 256)",22,65536
train,BraTS-MEN-RT-0146-1_slice_053,"(256, 256)","(256, 256)",495,65536
train,BraTS-MEN-RT-0057-1_slice_196,"(256, 256)","(256, 256)",607,65536
train,BraTS-MEN-RT-0306-1_slice_093,"(256, 256)","(256, 256)",1962,65536
train,BraTS-MEN-RT-0082-1_slice_107,"(256, 256)","(256, 256)",415,65536
train,BraTS-MEN-RT-0077-1_slice_190,"(256, 256)","(256, 256)",131,65536
train,BraTS-MEN-RT-0326-1_slice_095,"(256, 256)","(256, 256)",47,65536
train,BraTS-MEN-RT-0157-1_slice_107,"(256, 256)","(256, 256)",370,65536
train,BraTS-MEN-RT-0156-1_slice_128,"(256, 256)","(256, 256)",72,65536
train,BraTS-MEN-RT-0423-1_slice_140,"(256, 256)","(256, 256)",50,65536
train,BraTS-MEN-RT-0543-1_slice_093,"(256, 256)","(256, 256)",77,65536
train,BraTS-MEN-RT-0587-1_slice_156,"(256, 256)","(256, 256)",276,65536
train,BraTS-MEN-RT-0122-1_slice_126,"(256, 256)","(256, 256)",31,65536
train,BraTS-MEN-RT-0347-1_slice_080,"(256, 256)","(256, 256)",12,65536
train,BraTS-MEN-RT-0586-1_slice_179,"(256, 256)","(256, 256)",83,65536
train,BraTS-MEN-RT-0106-1_slice_117,"(256, 256)","(256, 256)",122,65536
train,BraTS-MEN-RT-0596-1_slice_012,"(256, 256)","(256, 256)",29,65536
train,BraTS-MEN-RT-0377-1_slice_095,"(256, 256)","(256, 256)",141,65536
train,BraTS-MEN-RT-0106-1_slice_107,"(256, 256)","(256, 256)",483,65536
train,BraTS-MEN-RT-0347-1_slice_090,"(256, 256)","(256, 256)",270,65536
train,BraTS-MEN-RT-0117-1_slice_053,"(256, 256)","(256, 256)",181,65536
train,BraTS-MEN-RT-0522-1_slice_157,"(256, 256)","(256, 256)",643,65536
train,BraTS-MEN-RT-0077-1_slice_139,"(256, 256)","(256, 256)",259,65536
train,BraTS-MEN-RT-0153-1_slice_199,"(256, 256)","(256, 256)",60,65536
train,BraTS-MEN-RT-0072-1_slice_121,"(256, 256)","(256, 256)",185,65536
train,BraTS-MEN-RT-0063-1_slice_075,"(256, 256)","(256, 256)",983,65536
train,BraTS-MEN-RT-0193-1_slice_113,"(256, 256)","(256, 256)",270,65536
train,BraTS-MEN-RT-0522-1_slice_147,"(256, 256)","(256, 256)",559,65536
train,BraTS-MEN-RT-0153-1_slice_189,"(256, 256)","(256, 256)",14,65536
train,BraTS-MEN-RT-0063-1_slice_065,"(256, 256)","(256, 256)",362,65536
train,BraTS-MEN-RT-0073-1_slice_066,"(256, 256)","(256, 256)",22,65536
train,BraTS-MEN-RT-0217-1_slice_097,"(256, 256)","(256, 256)",269,65536
train,BraTS-MEN-RT-0017-1_slice_113,"(256, 256)","(256, 256)",2596,65536
train,BraTS-MEN-RT-0003-1_slice_127,"(256, 256)","(256, 256)",291,65536
train,BraTS-MEN-RT-0377-1_slice_144,"(256, 256)","(256, 256)",1025,65536
train,BraTS-MEN-RT-0007-1_slice_110,"(256, 256)","(256, 256)",36,65536
train,BraTS-MEN-RT-0383-1_slice_084,"(256, 256)","(256, 256)",75,65536
train,BraTS-MEN-RT-0033-1_slice_122,"(256, 256)","(256, 256)",17,65536
train,BraTS-MEN-RT-0033-1_slice_132,"(256, 256)","(256, 256)",238,65536
train,BraTS-MEN-RT-0377-1_slice_154,"(256, 256)","(256, 256)",512,65536
train,BraTS-MEN-RT-0003-1_slice_137,"(256, 256)","(256, 256)",665,65536
train,BraTS-MEN-RT-0017-1_slice_103,"(256, 256)","(256, 256)",2013,65536
train,BraTS-MEN-RT-0023-1_slice_049,"(256, 256)","(256, 256)",221,65536
train,BraTS-MEN-RT-0442-1_slice_084,"(256, 256)","(256, 256)",16,65536
train,BraTS-MEN-RT-0125-1_slice_137,"(256, 256)","(256, 256)",3355,65536
train,BraTS-MEN-RT-0131-1_slice_103,"(256, 256)","(256, 256)",77,65536
train,BraTS-MEN-RT-0114-1_slice_065,"(256, 256)","(256, 256)",175,65536
train,BraTS-MEN-RT-0241-1_slice_157,"(256, 256)","(256, 256)",14,65536
train,BraTS-MEN-RT-0079-1_slice_088,"(256, 256)","(256, 256)",558,65536
train,BraTS-MEN-RT-0110-1_slice_052,"(256, 256)","(256, 256)",372,65536
train,BraTS-MEN-RT-0271-1_slice_152,"(256, 256)","(256, 256)",1073,65536
train,BraTS-MEN-RT-0105-1_slice_131,"(256, 256)","(256, 256)",308,65536
train,BraTS-MEN-RT-0419-1_slice_112,"(256, 256)","(256, 256)",328,65536
train,BraTS-MEN-RT-0179-1_slice_019,"(256, 256)","(256, 256)",37,65536
train,BraTS-MEN-RT-0551-1_slice_099,"(256, 256)","(256, 256)",213,65536
train,BraTS-MEN-RT-0130-1_slice_054,"(256, 256)","(256, 256)",73,65536
train,BraTS-MEN-RT-0455-1_slice_147,"(256, 256)","(256, 256)",88,65536
train,BraTS-MEN-RT-0189-1_slice_096,"(256, 256)","(256, 256)",64,65536
train,BraTS-MEN-RT-0544-1_slice_082,"(256, 256)","(256, 256)",1486,65536
train,BraTS-MEN-RT-0088-1_slice_150,"(256, 256)","(256, 256)",143,65536
train,BraTS-MEN-RT-0580-1_slice_147,"(256, 256)","(256, 256)",19,65536
train,BraTS-MEN-RT-0409-1_slice_069,"(256, 256)","(256, 256)",1182,65536
train,BraTS-MEN-RT-0465-1_slice_142,"(256, 256)","(256, 256)",65,65536
train,BraTS-MEN-RT-0360-1_slice_087,"(256, 256)","(256, 256)",117,65536
train,BraTS-MEN-RT-0419-1_slice_102,"(256, 256)","(256, 256)",387,65536
train,BraTS-MEN-RT-0271-1_slice_142,"(256, 256)","(256, 256)",1776,65536
train,BraTS-MEN-RT-0394-1_slice_147,"(256, 256)","(256, 256)",283,65536
train,BraTS-MEN-RT-0125-1_slice_127,"(256, 256)","(256, 256)",3192,65536
train,BraTS-MEN-RT-0439-1_slice_104,"(256, 256)","(256, 256)",45,65536
train,BraTS-MEN-RT-0418-1_slice_055,"(256, 256)","(256, 256)",509,65536
train,BraTS-MEN-RT-0241-1_slice_147,"(256, 256)","(256, 256)",116,65536
train,BraTS-MEN-RT-0079-1_slice_098,"(256, 256)","(256, 256)",1508,65536
train,BraTS-MEN-RT-0104-1_slice_076,"(256, 256)","(256, 256)",904,65536
train,BraTS-MEN-RT-0110-1_slice_042,"(256, 256)","(256, 256)",1764,65536
train,BraTS-MEN-RT-0429-1_slice_107,"(256, 256)","(256, 256)",171,65536
train,BraTS-MEN-RT-0209-1_slice_125,"(256, 256)","(256, 256)",1130,65536
train,BraTS-MEN-RT-0395-1_slice_168,"(256, 256)","(256, 256)",13,65536
train,BraTS-MEN-RT-0409-1_slice_079,"(256, 256)","(256, 256)",127,65536
train,BraTS-MEN-RT-0544-1_slice_092,"(256, 256)","(256, 256)",1568,65536
train,BraTS-MEN-RT-0424-1_slice_141,"(256, 256)","(256, 256)",90,65536
train,BraTS-MEN-RT-0479-1_slice_138,"(256, 256)","(256, 256)",801,65536
train,BraTS-MEN-RT-0154-1_slice_049,"(256, 256)","(256, 256)",170,65536
train,BraTS-MEN-RT-0505-1_slice_081,"(256, 256)","(256, 256)",27,65536
train,BraTS-MEN-RT-0084-1_slice_129,"(256, 256)","(256, 256)",1516,65536
train,BraTS-MEN-RT-0448-1_slice_112,"(256, 256)","(256, 256)",186,65536
train,BraTS-MEN-RT-0458-1_slice_111,"(256, 256)","(256, 256)",2641,65536
train,BraTS-MEN-RT-0230-1_slice_151,"(256, 256)","(256, 256)",696,65536
train,BraTS-MEN-RT-0249-1_slice_119,"(256, 256)","(256, 256)",321,65536
train,BraTS-MEN-RT-0588-1_slice_071,"(256, 256)","(256, 256)",170,65536
train,BraTS-MEN-RT-0174-1_slice_137,"(256, 256)","(256, 256)",244,65536
train,BraTS-MEN-RT-0225-1_slice_032,"(256, 256)","(256, 256)",25,65536
train,BraTS-MEN-RT-0141-1_slice_052,"(256, 256)","(256, 256)",1431,65536
train,BraTS-MEN-RT-0155-1_slice_066,"(256, 256)","(256, 256)",1113,65536
train,BraTS-MEN-RT-0084-1_slice_139,"(256, 256)","(256, 256)",1048,65536
train,BraTS-MEN-RT-0314-1_slice_099,"(256, 256)","(256, 256)",911,65536
train,BraTS-MEN-RT-0424-1_slice_151,"(256, 256)","(256, 256)",668,65536
train,BraTS-MEN-RT-0479-1_slice_128,"(256, 256)","(256, 256)",684,65536
train,BraTS-MEN-RT-0458-1_slice_079,"(256, 256)","(256, 256)",310,65536
train,BraTS-MEN-RT-0081-1_slice_059,"(256, 256)","(256, 256)",1826,65536
train,BraTS-MEN-RT-0160-1_slice_113,"(256, 256)","(256, 256)",120,65536
train,BraTS-MEN-RT-0174-1_slice_127,"(256, 256)","(256, 256)",196,65536
train,BraTS-MEN-RT-0468-1_slice_104,"(256, 256)","(256, 256)",17,65536
train,BraTS-MEN-RT-0080-1_slice_076,"(256, 256)","(256, 256)",50,65536
train,BraTS-MEN-RT-0588-1_slice_061,"(256, 256)","(256, 256)",41,65536
train,BraTS-MEN-RT-0478-1_slice_107,"(256, 256)","(256, 256)",98,65536
train,BraTS-MEN-RT-0155-1_slice_076,"(256, 256)","(256, 256)",1349,65536
train,BraTS-MEN-RT-0141-1_slice_042,"(256, 256)","(256, 256)",1126,65536
train,BraTS-MEN-RT-0230-1_slice_141,"(256, 256)","(256, 256)",1401,65536
train,BraTS-MEN-RT-0161-1_slice_044,"(256, 256)","(256, 256)",420,65536
train,BraTS-MEN-RT-0458-1_slice_101,"(256, 256)","(256, 256)",2868,65536
train,BraTS-MEN-RT-0321-1_slice_084,"(256, 256)","(256, 256)",287,65536
train,BraTS-MEN-RT-0060-1_slice_088,"(256, 256)","(256, 256)",925,65536
train,BraTS-MEN-RT-0119-1_slice_051,"(256, 256)","(256, 256)",1058,65536
train,BraTS-MEN-RT-0405-1_slice_072,"(256, 256)","(256, 256)",935,65536
train,BraTS-MEN-RT-0410-1_slice_069,"(256, 256)","(256, 256)",1657,65536
train,BraTS-MEN-RT-0065-1_slice_090,"(256, 256)","(256, 256)",30,65536
train,BraTS-MEN-RT-0225-1_slice_050,"(256, 256)","(256, 256)",760,65536
train,BraTS-MEN-RT-0289-1_slice_089,"(256, 256)","(256, 256)",428,65536
train,BraTS-MEN-RT-0141-1_slice_030,"(256, 256)","(256, 256)",303,65536
train,BraTS-MEN-RT-0488-1_slice_082,"(256, 256)","(256, 256)",452,65536
train,BraTS-MEN-RT-0230-1_slice_133,"(256, 256)","(256, 256)",1190,65536
train,BraTS-MEN-RT-0190-1_slice_096,"(256, 256)","(256, 256)",946,65536
train,BraTS-MEN-RT-0161-1_slice_036,"(256, 256)","(256, 256)",290,65536
train,BraTS-MEN-RT-0060-1_slice_098,"(256, 256)","(256, 256)",127,65536
train,BraTS-MEN-RT-0405-1_slice_062,"(256, 256)","(256, 256)",1555,65536
train,BraTS-MEN-RT-0411-1_slice_056,"(256, 256)","(256, 256)",10,65536
train,BraTS-MEN-RT-0410-1_slice_101,"(256, 256)","(256, 256)",1166,65536
train,BraTS-MEN-RT-0421-1_slice_053,"(256, 256)","(256, 256)",17,65536
train,BraTS-MEN-RT-0488-1_slice_092,"(256, 256)","(256, 256)",475,65536
train,BraTS-MEN-RT-0415-1_slice_119,"(256, 256)","(256, 256)",238,65536
train,BraTS-MEN-RT-0211-1_slice_072,"(256, 256)","(256, 256)",142,65536
train,BraTS-MEN-RT-0190-1_slice_086,"(256, 256)","(256, 256)",515,65536
train,BraTS-MEN-RT-0230-1_slice_123,"(256, 256)","(256, 256)",289,65536
train,BraTS-MEN-RT-0174-1_slice_145,"(256, 256)","(256, 256)",316,65536
train,BraTS-MEN-RT-0225-1_slice_040,"(256, 256)","(256, 256)",676,65536
train,BraTS-MEN-RT-0289-1_slice_099,"(256, 256)","(256, 256)",107,65536
train,BraTS-MEN-RT-0410-1_slice_079,"(256, 256)","(256, 256)",2885,65536
train,BraTS-MEN-RT-0210-1_slice_125,"(256, 256)","(256, 256)",1382,65536
train,BraTS-MEN-RT-0271-1_slice_130,"(256, 256)","(256, 256)",2040,65536
train,BraTS-MEN-RT-0105-1_slice_153,"(256, 256)","(256, 256)",266,65536
train,BraTS-MEN-RT-0591-1_slice_109,"(256, 256)","(256, 256)",400,65536
train,BraTS-MEN-RT-0625-1_slice_098,"(256, 256)","(256, 256)",587,65536
train,BraTS-MEN-RT-0125-1_slice_155,"(256, 256)","(256, 256)",1131,65536
train,BraTS-MEN-RT-0394-1_slice_135,"(256, 256)","(256, 256)",894,65536
train,BraTS-MEN-RT-0024-1_slice_093,"(256, 256)","(256, 256)",41,65536
train,BraTS-MEN-RT-0110-1_slice_030,"(256, 256)","(256, 256)",1505,65536
train,BraTS-MEN-RT-0031-1_slice_088,"(256, 256)","(256, 256)",113,65536
train,BraTS-MEN-RT-0250-1_slice_119,"(256, 256)","(256, 256)",450,65536
train,BraTS-MEN-RT-0600-1_slice_086,"(256, 256)","(256, 256)",119,65536
train,BraTS-MEN-RT-0584-1_slice_112,"(256, 256)","(256, 256)",1874,65536
train,BraTS-MEN-RT-0380-1_slice_079,"(256, 256)","(256, 256)",241,65536
train,BraTS-MEN-RT-0274-1_slice_128,"(256, 256)","(256, 256)",667,65536
train,BraTS-MEN-RT-0580-1_slice_125,"(256, 256)","(256, 256)",875,65536
train,BraTS-MEN-RT-0394-1_slice_125,"(256, 256)","(256, 256)",481,65536
train,BraTS-MEN-RT-0125-1_slice_145,"(256, 256)","(256, 256)",2752,65536
train,BraTS-MEN-RT-0110-1_slice_020,"(256, 256)","(256, 256)",544,65536
train,BraTS-MEN-RT-0105-1_slice_143,"(256, 256)","(256, 256)",205,65536
train,BraTS-MEN-RT-0271-1_slice_120,"(256, 256)","(256, 256)",1453,65536
train,BraTS-MEN-RT-0625-1_slice_088,"(256, 256)","(256, 256)",251,65536
train,BraTS-MEN-RT-0591-1_slice_119,"(256, 256)","(256, 256)",468,65536
train,BraTS-MEN-RT-0470-1_slice_053,"(256, 256)","(256, 256)",1026,65536
train,BraTS-MEN-RT-0274-1_slice_138,"(256, 256)","(256, 256)",1756,65536
train,BraTS-MEN-RT-0584-1_slice_102,"(256, 256)","(256, 256)",1732,65536
train,BraTS-MEN-RT-0455-1_slice_135,"(256, 256)","(256, 256)",20,65536
train,BraTS-MEN-RT-0380-1_slice_069,"(256, 256)","(256, 256)",29,65536
train,BraTS-MEN-RT-0451-1_slice_102,"(256, 256)","(256, 256)",106,65536
train,BraTS-MEN-RT-0580-1_slice_135,"(256, 256)","(256, 256)",98,65536
train,BraTS-MEN-RT-0438-1_slice_149,"(256, 256)","(256, 256)",749,65536
train,BraTS-MEN-RT-0465-1_slice_130,"(256, 256)","(256, 256)",300,65536
train,BraTS-MEN-RT-0250-1_slice_109,"(256, 256)","(256, 256)",466,65536
train,BraTS-MEN-RT-0132-1_slice_086,"(256, 256)","(256, 256)",44,65536
train,BraTS-MEN-RT-0033-1_slice_140,"(256, 256)","(256, 256)",209,65536
train,BraTS-MEN-RT-0003-1_slice_145,"(256, 256)","(256, 256)",385,65536
train,BraTS-MEN-RT-0377-1_slice_126,"(256, 256)","(256, 256)",450,65536
train,BraTS-MEN-RT-0356-1_slice_077,"(256, 256)","(256, 256)",281,65536
train,BraTS-MEN-RT-0546-1_slice_128,"(256, 256)","(256, 256)",1476,65536
train,BraTS-MEN-RT-0373-1_slice_111,"(256, 256)","(256, 256)",947,65536
train,BraTS-MEN-RT-0557-1_slice_104,"(256, 256)","(256, 256)",45,65536
train,BraTS-MEN-RT-0542-1_slice_067,"(256, 256)","(256, 256)",723,65536
train,BraTS-MEN-RT-0607-1_slice_156,"(256, 256)","(256, 256)",189,65536
train,BraTS-MEN-RT-0373-1_slice_069,"(256, 256)","(256, 256)",1704,65536
train,BraTS-MEN-RT-0497-1_slice_067,"(256, 256)","(256, 256)",199,65536
train,BraTS-MEN-RT-0483-1_slice_053,"(256, 256)","(256, 256)",228,65536
train,BraTS-MEN-RT-0377-1_slice_136,"(256, 256)","(256, 256)",891,65536
train,BraTS-MEN-RT-0373-1_slice_101,"(256, 256)","(256, 256)",1536,65536
train,BraTS-MEN-RT-0102-1_slice_093,"(256, 256)","(256, 256)",260,65536
train,BraTS-MEN-RT-0546-1_slice_138,"(256, 256)","(256, 256)",2246,65536
train,BraTS-MEN-RT-0132-1_slice_096,"(256, 256)","(256, 256)",956,65536
train,BraTS-MEN-RT-0033-1_slice_150,"(256, 256)","(256, 256)",265,65536
train,BraTS-MEN-RT-0542-1_slice_077,"(256, 256)","(256, 256)",279,65536
train,BraTS-MEN-RT-0607-1_slice_146,"(256, 256)","(256, 256)",324,65536
train,BraTS-MEN-RT-0497-1_slice_077,"(256, 256)","(256, 256)",44,65536
train,BraTS-MEN-RT-0373-1_slice_079,"(256, 256)","(256, 256)",1940,65536
train,BraTS-MEN-RT-0507-1_slice_053,"(256, 256)","(256, 256)",322,65536
train,BraTS-MEN-RT-0522-1_slice_135,"(256, 256)","(256, 256)",516,65536
train,BraTS-MEN-RT-0536-1_slice_101,"(256, 256)","(256, 256)",400,65536
train,BraTS-MEN-RT-0503-1_slice_064,"(256, 256)","(256, 256)",91,65536
train,BraTS-MEN-RT-0143-1_slice_080,"(256, 256)","(256, 256)",687,65536
train,BraTS-MEN-RT-0317-1_slice_074,"(256, 256)","(256, 256)",43,65536
train,BraTS-MEN-RT-0517-1_slice_128,"(256, 256)","(256, 256)",434,65536
train,BraTS-MEN-RT-0306-1_slice_120,"(256, 256)","(256, 256)",1115,65536
train,BraTS-MEN-RT-0536-1_slice_111,"(256, 256)","(256, 256)",810,65536
train,BraTS-MEN-RT-0522-1_slice_125,"(256, 256)","(256, 256)",277,65536
train,BraTS-MEN-RT-0507-1_slice_043,"(256, 256)","(256, 256)",57,65536
train,BraTS-MEN-RT-0503-1_slice_074,"(256, 256)","(256, 256)",1167,65536
train,BraTS-MEN-RT-0306-1_slice_130,"(256, 256)","(256, 256)",564,65536
train,BraTS-MEN-RT-0302-1_slice_107,"(256, 256)","(256, 256)",322,65536
train,BraTS-MEN-RT-0046-1_slice_161,"(256, 256)","(256, 256)",111,65536
train,BraTS-MEN-RT-0317-1_slice_064,"(256, 256)","(256, 256)",34,65536
train,BraTS-MEN-RT-0143-1_slice_090,"(256, 256)","(256, 256)",1101,65536
train,BraTS-MEN-RT-0596-1_slice_060,"(256, 256)","(256, 256)",23,65536
train,BraTS-MEN-RT-0453-1_slice_063,"(256, 256)","(256, 256)",43,65536
train,BraTS-MEN-RT-0583-1_slice_103,"(256, 256)","(256, 256)",1116,65536
train,BraTS-MEN-RT-0473-1_slice_065,"(256, 256)","(256, 256)",25,65536
train,BraTS-MEN-RT-0252-1_slice_068,"(256, 256)","(256, 256)",49,65536
train,BraTS-MEN-RT-0593-1_slice_100,"(256, 256)","(256, 256)",344,65536
train,BraTS-MEN-RT-0443-1_slice_118,"(256, 256)","(256, 256)",540,65536
train,BraTS-MEN-RT-0382-1_slice_070,"(256, 256)","(256, 256)",820,65536
train,BraTS-MEN-RT-0593-1_slice_078,"(256, 256)","(256, 256)",1158,65536
train,BraTS-MEN-RT-0583-1_slice_113,"(256, 256)","(256, 256)",1553,65536
train,BraTS-MEN-RT-0473-1_slice_075,"(256, 256)","(256, 256)",155,65536
train,BraTS-MEN-RT-0617-1_slice_084,"(256, 256)","(256, 256)",492,65536
train,BraTS-MEN-RT-0596-1_slice_070,"(256, 256)","(256, 256)",83,65536
train,BraTS-MEN-RT-0462-1_slice_121,"(256, 256)","(256, 256)",77,65536
train,BraTS-MEN-RT-0593-1_slice_068,"(256, 256)","(256, 256)",710,65536
train,BraTS-MEN-RT-0443-1_slice_108,"(256, 256)","(256, 256)",657,65536
train,BraTS-MEN-RT-0382-1_slice_060,"(256, 256)","(256, 256)",679,65536
train,BraTS-MEN-RT-0062-1_slice_081,"(256, 256)","(256, 256)",848,65536
train,BraTS-MEN-RT-0072-1_slice_082,"(256, 256)","(256, 256)",256,65536
train,BraTS-MEN-RT-0216-1_slice_073,"(256, 256)","(256, 256)",90,65536
train,BraTS-MEN-RT-0197-1_slice_087,"(256, 256)","(256, 256)",110,65536
train,BraTS-MEN-RT-0093-1_slice_159,"(256, 256)","(256, 256)",289,65536
train,BraTS-MEN-RT-0537-1_slice_197,"(256, 256)","(256, 256)",599,65536
train,BraTS-MEN-RT-0222-1_slice_139,"(256, 256)","(256, 256)",174,65536
train,BraTS-MEN-RT-0203-1_slice_068,"(256, 256)","(256, 256)",1612,65536
train,BraTS-MEN-RT-0436-1_slice_051,"(256, 256)","(256, 256)",18,65536
train,BraTS-MEN-RT-0423-1_slice_132,"(256, 256)","(256, 256)",37,65536
train,BraTS-MEN-RT-0402-1_slice_063,"(256, 256)","(256, 256)",13,65536
train,BraTS-MEN-RT-0433-1_slice_131,"(256, 256)","(256, 256)",23,65536
train,BraTS-MEN-RT-0216-1_slice_063,"(256, 256)","(256, 256)",161,65536
train,BraTS-MEN-RT-0206-1_slice_060,"(256, 256)","(256, 256)",163,65536
train,BraTS-MEN-RT-0167-1_slice_160,"(256, 256)","(256, 256)",214,65536
train,BraTS-MEN-RT-0072-1_slice_092,"(256, 256)","(256, 256)",865,65536
train,BraTS-MEN-RT-0226-1_slice_066,"(256, 256)","(256, 256)",232,65536
train,BraTS-MEN-RT-0222-1_slice_129,"(256, 256)","(256, 256)",496,65536
train,BraTS-MEN-RT-0093-1_slice_149,"(256, 256)","(256, 256)",820,65536
train,BraTS-MEN-RT-0537-1_slice_187,"(256, 256)","(256, 256)",362,65536
train,BraTS-MEN-RT-0436-1_slice_041,"(256, 256)","(256, 256)",168,65536
train,BraTS-MEN-RT-0203-1_slice_078,"(256, 256)","(256, 256)",103,65536
train,BraTS-MEN-RT-0081-1_slice_092,"(256, 256)","(256, 256)",1149,65536
train,BraTS-MEN-RT-0301-1_slice_131,"(256, 256)","(256, 256)",1755,65536
train,BraTS-MEN-RT-0311-1_slice_132,"(256, 256)","(256, 256)",1556,65536
train,BraTS-MEN-RT-0619-1_slice_125,"(256, 256)","(256, 256)",815,65536
train,BraTS-MEN-RT-0510-1_slice_041,"(256, 256)","(256, 256)",229,65536
train,BraTS-MEN-RT-0609-1_slice_136,"(256, 256)","(256, 256)",350,65536
train,BraTS-MEN-RT-0301-1_slice_121,"(256, 256)","(256, 256)",1764,65536
train,BraTS-MEN-RT-0311-1_slice_122,"(256, 256)","(256, 256)",1569,65536
train,BraTS-MEN-RT-0619-1_slice_135,"(256, 256)","(256, 256)",1526,65536
train,BraTS-MEN-RT-0081-1_slice_082,"(256, 256)","(256, 256)",2229,65536
train,BraTS-MEN-RT-0055-1_slice_144,"(256, 256)","(256, 256)",42,65536
train,BraTS-MEN-RT-0268-1_slice_083,"(256, 256)","(256, 256)",248,65536
train,BraTS-MEN-RT-0510-1_slice_051,"(256, 256)","(256, 256)",216,65536
train,BraTS-MEN-RT-0325-1_slice_068,"(256, 256)","(256, 256)",162,65536
train,BraTS-MEN-RT-0485-1_slice_115,"(256, 256)","(256, 256)",1388,65536
train,BraTS-MEN-RT-0350-1_slice_049,"(256, 256)","(256, 256)",916,65536
train,BraTS-MEN-RT-0048-1_slice_101,"(256, 256)","(256, 256)",110,65536
train,BraTS-MEN-RT-0481-1_slice_122,"(256, 256)","(256, 256)",795,65536
train,BraTS-MEN-RT-0545-1_slice_076,"(256, 256)","(256, 256)",1230,65536
train,BraTS-MEN-RT-0188-1_slice_062,"(256, 256)","(256, 256)",1449,65536
train,BraTS-MEN-RT-0355-1_slice_129,"(256, 256)","(256, 256)",511,65536
train,BraTS-MEN-RT-0198-1_slice_061,"(256, 256)","(256, 256)",1189,65536
train,BraTS-MEN-RT-0490-1_slice_076,"(256, 256)","(256, 256)",614,65536
train,BraTS-MEN-RT-0484-1_slice_042,"(256, 256)","(256, 256)",1287,65536
train,BraTS-MEN-RT-0209-1_slice_096,"(256, 256)","(256, 256)",3131,65536
